"Content","Sentiment","Label"
"Fitur lengkap sekali, sangat membantu","positif","1"
"Ok banget","positif","1"
"Sangat mudah untuk digunakan","negatif","-1"
"Aplikasi banking yabg mudah dan gampang bisa liat tabungan dan kartu kredit.","positif","1"
"Pelayanan buruk,ngurus nya super ribet ketika buka oktomobile yang terblokir,,,data ktp sudah pas,data sidik jari sudah benar,email sudah benar juga, data transaksi terakhir benar,,eehh cuman ttd aja gak 100% mirip ditolak,,seluruh keluarga saya, saya haramkan mengunakan cimb lagi,, kecewa,ending trakhir nya aneh banget data ktp kosong loh kok bisa,awal dicocokan bisa, berbelit belit.. Mending gue pakai BRI lagi aja","negatif","-1"
"Very good","positif","1"
"Ini kenapa sekarang , udah finger print , dan keterangannya tidak bisa memproses data , datanya null, mksdnya apa ya ?? Atau baru mau log in udh kluar sendiri. Sekarang sering bnget seperti itu .","negatif","-1"
"Saran saya..coba buatkan LOGIN pakai scan wajah...","netral","0"
"Sangat bermanfaat sekali saat malam2 ga bisa keluar rumah,banyakin promonya ya.","positif","1"
"Punya rekening ponsel Jaya lah selalu CIMB NIAGA Mudah dan gampang","positif","1"
"Aplikasi tolol, udah berhasil daftar tapi gabisa login bego nih adminnya melebihi orang bego","negatif","-1"
"Mantap sekali.. Dan sangat membantu","positif","1"
"Amat membantu disaat kita memerlukan sarana transfer dan pembayaran","positif","1"
"Tolong dong respon nya saya tidak bisa menerima kode otp sama sekali padahal saya sudah isi pulsa, saya hubungi 14041 pun tidak ada suara sama sekali, padahal saya butuh banget saldo nya, sangat kecewa.","negatif","-1"
"ok","netral","0"
"nge-bug, setiap dibuka aplikasi nutup sendiri","negatif","-1"
"transaksi paling otomatis ,banyak fitur ,cepat ,keamanan terjamin ,ðŸ‘","positif","1"
"Sangat Bagus untuk Kredit maupun Tabungan.. Saya Nasabah mohon Di Naikkan Limit Kartu Kredit Saya..Terima Kasih","positif","1"
"Sangat membantu","positif","1"
"Top","positif","1"
"Apk busuk","negatif","-1"
"gabisa log in ðŸ’”","negatif","-1"
"Baik","positif","1"
"Aplikasi susah login","negatif","-1"
"Mantap","positif","1"
"Aplikasi yang bagus dan menurut saya aman, karena hanya 2 pin yg harus diketik secara acak. ada game biar ga bosen dan transfer kebank lain bisa free admin.","positif","1"
"Alhamdulillah sangat mudah dan cepat untuk melakukan transaksi","positif","1"
"Ok banget","positif","1"
"Bagus bisa mempermudah transaksi","positif","1"
"Good","positif","1"
"Mantap","positif","1"
"Baru mau daftar,permintaan anda tidak dapat kami proses,apa lagi kalau sudah jadi terus kalau ada dananya mau gimana coba,ini aplikasi terburuk belum apa apa sudah eror","negatif","-1"
"Loh kok dianggap root/jailbreak... Ini bgmn see... Waduuu mulai ga beres neee... udah... tp ga ada solusi","negatif","-1"
"Puassss","positif","1"
"Dengan segala kelebihan dan kekurangan aplikasi ini selama saya menggunakannya beberapa bulan masih bisa saya terima, tapi hari ini ternyata saya tdk bisa akses karena handphone saya terdetect rooted/jailbreak, apakah ada solusinya utk hal ini? Saya menggunakan beberapa aplikasi mobile sejenis dr bank lain tidak ada masalah seperti ini, tolong developernya lebih profesional","negatif","-1"
"Top up lebih mudah","positif","1"
"Mantap CIMB banyak promo menariknya","positif","1"
"Mantap","positif","1"
"5 bintang","positif","1"
"aplikasinya bagus, mudah dimrngerti penggunaannya","positif","1"
"Tulisan nya min versi android 8.. tapi pas di akses di android 9 perangkat tidak diizinkan..??","negatif","-1"
"mememuaskan","positif","1"
"Josss gandos pakai octo mobile mudah gampang g ribet mantap pokoke....","positif","1"
"Puas","positif","1"
"Aplikasi pasti restart dan minta login ulang kalo pindah ke aplikasi lain walau cuma sebentar, bikin repot padahal cuma mau copy no rekening pembayaran, balik lagi ke aplikasi pasti login lagi. (user android)","negatif","-1"
"Habis update bukannya makin bener malah makin gajelas. 3 bulan lebih gk bisa cek saldo dan transfer via apps karna perangkat tidak bisa login. Kemarin sempet bisa normal 2 hari dan sekarang malah kumat. Hobi banget bikin ribet nasabah","negatif","-1"
"Keren","positif","1"
"Kereeeen","positif","1"
"semua jadi mudah","positif","1"
"Langsung keluar sendiri waktu aplikasi di buka..","positif","1"
"Sangat membantu nasabah CIMB niaga","positif","1"
"Bagus dan Cepat","positif","1"
"Memudah kan","positif","1"
"Mudah lengkap","positif","1"
"Aplikasi error terus, benar2 juelek dibanding versi yg lama. SEGERA LAKUKAN PERBAIKAN DONK CIMB","negatif","-1"
"Tidak bisa log in karen ganti hp","negatif","-1"
"Top","positif","1"
"Good","positif","1"
"Sangat baik","positif","1"
"Mantap! Urusan bank mudah dan cepat.","positif","1"
"Mohon untuk di perbaiki, m banking yg di buka selalu null terus,,tidak dapat transaksi dengan nyaman, selalu gangguan","negatif","-1"
"Mantab","positif","1"
"Baik","positif","1"
"Nah cakep nih nih makasih iya ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Bagus","positif","1"
"Oke transaksi jd lebih cepat","positif","1"
"Lancar....","positif","1"
"bintang 1 dulu minimal harus ada saldo berapa baru bisa transaksi pembelian pulsa contohnya","negatif","-1"
"Good","positif","1"
"G bisa di buka sama sekali. Force close terus di poco f1","negatif","-1"
"Memudahkan...","positif","1"
"Top markotop","positif","1"
"Parah pake Octo mobile kagag guna setiap di pake null","negatif","-1"
"Sekedar mimpi. Andai saja ada atm stor tunai dicimaung kab. Bandung. Karena dikab bandung cuma ada satu cabang yang saya ketahui di kopo. Dan itu tuh jauh klu mau stor.","netral","0"
"Bagus, mudah , efektif, efisien","positif","1"
"Banyakin promo donk","positif","1"
"Cepat prosesnya, tdk bertele tele. Trmksh.","positif","1"
"Keren","positif","1"
"Aplikasi sering force close semenjak gnt. Mending balikin ke aplikasi lama","negatif","-1"
"Wah kacau aplikasi sudah susah dibuka","negatif","-1"
"Susah loginnya. Selalu muncul ""permintaan anda tidak dapat diproses"". Jadi login harus diulang berkali-kali. Tolong diperbaiki","negatif","-1"
"Terima kasih","positif","1"
"Memuaskan","positif","1"
"Ok","netral","0"
"Good service, sangat membantu","positif","1"
"Mantap. Sangat membantu saya utk bertransaksi","positif","1"
"Mantap","positif","1"
"App nya udah lemot, trus masa saya top up shoppe gagal tapi saldo saya berkurang, mana buat balikin saldo saya lagi lama","negatif","-1"
"hendracahayo","netral","0"
"Parah, mental mulu kalau mau login","negatif","-1"
"Kocak si update sulit telpon ke 14041 gx ngaruh di tambah kantor cabang tidak bisa berkutik narik saldo gx bisa isi saldo bisa kan ngaco katanya data kurang lengkap gw udh sampe ke kantor cabang mana jauh 3 jam perjalanan naek motor uang keluar gede hasil nihil cabang bank/via telpon gx ngaruh intinya saldo gw gx bisa di ambil padahal hak gw banyak aturan konyol pihak bank bisa atur transaksi masa mau lengkapin data ajah gx bisa kan tolol","negatif","-1"
"Sangat pias dan pelayanan nya ramah","positif","1"
"vetifikasi video call lama tersambungnya...musikk aja terus","negatif","-1"
"Payah gak bisa daftar buka tabungan online,aplikasi keluar terus..","negatif","-1"
"aplikasi sering ngefreez","negatif","-1"
"Aplikasinya diperbaiki lah,masa mw login saja tidak bisa,mw liat tagihan yg terauto debit g bisa jdnya,klo sampai kena denda,karena kelalaian sistem,saya tdk mw bayar,kalau sampai kena denda,saya adukan ke media konsumen.","negatif","-1"
"Semoga kedepanya bisa d tambahkan fitur save daftar nomor rekening dan layana BI fast d fitur appnya terima kasih ðŸ™ðŸ¿â˜ºï¸ BI fast sudah ada save rekening juga sudah tampil masih kurang virtual account-nya belum ada â˜ºï¸â˜ºï¸ðŸ™ðŸ½","positif","1"
"Mantaappp","positif","1"
"Keren pokonya apkya","positif","1"
"Aplikasi ini sangat membantu untuk melakukan segala transaksi dengan simple dan cepat.. segala sesuatu ada di genggaman","positif","1"
"Transaksi jadi mudah pake octo mobile","positif","1"
"Mantaap","positif","1"
"Semua layanan buruk,bank yang tidak membantu nasabah","negatif","-1"
"saya tidak dapat menerima passcode saat login. menerima pun salah memasukan, padahal nomornya sudah benar.. gimana ini?","negatif","-1"
"Daftar nya susuah anjir . g bisa pake kartu smartfren . haruskah saya beli kartu sim baru . huufft","negatif","-1"
"ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Pelayanan yg sangat baik dan cepat. Mantab","positif","1"
"Top bnget","positif","1"
"Sangat membantu","positif","1"
"Aplikasi nya sangat sulit..daftar sampai cape mau login ajah TDK bisa bisa...sangat mengecewakan sudah download aplikasi ini..dan sdh di isi semua dengan benar.tp tetap ajh TDK bisa di gunakan..mau login ajh TDK bisa.....","negatif","-1"
"Top","positif","1"
"Pass login disensor terus splashscreen berikutnya muncul username ID gunaya apaa, btw dah register gabisa login, validasinya gak ngecheck database dengan benar (pake id acak) masa dikirim kodenya harusnya ngecheck dlu ke database klo ga kedaftar ya gabisa. Satu lagi, bot komen yang bales ini ntar dimatiin aja. Klo mau recycle aplikasi 3-6bulan (lebih dari cukup karena ini aplikasi perbankan) sambil dilihat keluhan usernya dikomen buat bahan evaluasi. Thanks","negatif","-1"
"Setelah update ini fiturnya bagus, tapi pas mau transaksi internal server error terus kenapa ya ? Dan durasinya lebih lama dari versi sebelumnya.. Mohon perbaikannya dipercepat thx","negatif","-1"
"Buat tranfer ke semua walet maupun antar bank gagal terus sampe capek dan bikin pusing apk kurang canggih","negatif","-1"
"Ok","netral","0"
"Aplikasi aneh, tiap klik apa pun permintaan tidak dapat diproses null. Tanya ke cs tidak ada perubahan, solusi yg diberikan sudah coba semua namun tetep zonk.. Tiap ada update apps pasti masih banyak bug sana sini. Customer yg jd ribet","negatif","-1"
"Mantap n keren","positif","1"
"mau login di kira hp root, mempersulit transaksi. oke saya pindah bank aja ya","negatif","-1"
"Setelah update, setiap buka aplikasi selalu muncul peringatan tidak ada signal internet.. Padahal untuk streaming video dan lain2 lancar","negatif","-1"
"Alpikasi octomobile saya kok force close terus ya","negatif","-1"
"( v^-ã‚œ)â™ª( ï¾Ÿãƒ¼ï¾Ÿ))ï¼(*ï¾Ÿãƒ¼ï¾Ÿ)( ï¾Ÿãƒ¼ï¾Ÿ)(((o(*ï¾Ÿâˆ€ï¾Ÿ*)o)))(((o(*ï¾Ÿâˆ€ï¾Ÿ*)o)))( ï¿£â–½ï¿£)(((o(*ï¾Ÿâˆ€ï¾Ÿ*)o)))( v^-ã‚œ)â™ª(((o(*ï¾Ÿâˆ€ï¾Ÿ*)o)))","positif","1"
"knp setiap buka aplikaai octo selalu nge back","negatif","-1"
"Errorrr terusssss..... gmn mau kerja ..","negatif","-1"
"Mudah sekali","positif","1"
"Aplikasi gini amat yaa.. minta pascode udh dua jam ngirim kode kga masukk!!! itu kode dikirim ke mana yaa???","negatif","-1"
"Mantap","positif","1"
"Oke banget","positif","1"
"Mantaaap","negatif","-1"
"Okey.","netral","0"
"Tolong ya, giliran mau dipake aplikasi keluar2 sendiri terus, cimb sebenernya sudah maju, tapi fitur aplikasinya aja agak bobrokkkkkk","negatif","-1"
"Mantuuuulll...Octo mobile","positif","1"
"Udah menghubungi cs namun tetep tidak memuaskan jawabannya di tuduh menggunakan root/hp sudah jail break padahal hp ORI engga di oprek sama sekali","negatif","-1"
"Mantap","positif","1"
"Mudah dimengerti dan gampang digunakan","positif","1"
"mohon diperbaiki.. gak bisa login aplikasi keluar sendiri terus","negatif","-1"
"Sampai saat ini belum pernah ada kendala dan fitur mudah","positif","1"
"Mantab","positif","1"
"Koq jadi ada biyaya admin 1000 transaksi pengisian gopay kan geratis","negatif","-1"
"Banyak IKLAN","negatif","-1"
"Tai bgt","negatif","-1"
"Setiap pembelian pulsa apk keluar sendiri. Tolong di perbaiki!!!!!!!!!!","negatif","-1"
"BIKIN REKSNING DIPERSULIT,UDAH HUBUNGIN CS AMPE PULSA ABIS CS GAK BISA KASIH SOLUSI sampe stress saya buka reksnibg ini","negatif","-1"
"Kereeeenn. Gue suka bgt.","positif","1"
"Ok","netral","0"
"Keren banget","positif","1"
"Aplikasi bobrok .. tolong deh di perbaiki","negatif","-1"
"Kenapa selalu saja keluar sendiri padahal baru masuk ke aplikasi...sdh keluar sendiri tampa di pencet.","negatif","-1"
"Saldo sudah terpotong, padahal pihak merchant belum terima saldonya. Coba gimana ini????","negatif","-1"
"Good, proses nya gk lama","positif","1"
"Kenapa aplikasinya ga bisa buat masuk,.udah bbrp hari coba log_in gagal terus.. d kira hp saya yg error ternyata para pengguna yg lain jg merasakan.. tolong d perbaiki lg y team IT ny supaya tidak ada kendala untuk para pengguna","negatif","-1"
"Mantap","positif","1"
"Good","positif","1"
"Baik cuman kalau bisa pin nya di buat lengkap aja. Karena kadang sulit jika teracak","netral","0"
"Mantap","positif","1"
"Cs nya kurang sopan, pengalaman buruk buat saya saat masa sulit cs call nya tidak membantu malah mempersulit.","negatif","-1"
"membantu sekali","positif","1"
"Praktis","positif","1"
"Simple dan praktis","positif","1"
"Mudah dan ga ribet mau transaksi apa aja ada, sukses Octo mobile","positif","1"
"Sangat membantu","positif","1"
"Baru download,sdh kasih masuk no rekening dan pun dan 4 angka terakhir,, setelah itu dibilang salah dan akun diblok maksudnya apaaaaa???","negatif","-1"
"Good aplication","positif","1"
"Sangat membantu","positif","1"
"Mudah n praktis","positif","1"
"Tolong di perbaiki setelah beberapa lama pake kok suka ngelag dan flaship.","negatif","-1"
"dah 2minggu aplikasi keluar keluar terus tiap login .gua dah paakai cimb 10tahun nan .tp kok ini bener bener mengecewakan bener .semua jadi terhambat karena jeleknya versi sekarang .dah gua coba cara apapun dr hapus cache semua tetep sama .emng team IT nya ngapain??","negatif","-1"
"Praktis dan cepat","positif","1"
"proses penanganan masalah terlalu lama","negatif","-1"
"Baik sekali","positif","1"
"Mantap","positif","1"
"Makin ke sini makin gak jelas...Daleman nya aja di bagusin ,sistem nya kagak malah tambah error'dihapus data sekalipun tetap saja,kecewa","negatif","-1"
"God job","positif","1"
"Buruk, sekelas perbankan aplikasi masa kaya gini, force close terus","negatif","-1"
"Gak pernah bermasalah","positif","1"
"Knp login harus pakai passcode yg di kirim lewat SMS. G masuk2 pula kodenya dah berkali2 di coba. Knp g pakai password atau pin aja. Biar lebih mudah.","negatif","-1"
"Baguuusss..","positif","1"
"Selalu saja terjadi setiap setor tunai uang ketelan tetapi tidak masuk ke rekening","negatif","-1"
"Sekarang aplikasinya kenapa suka keluar keluar sendiri, mohon di perbaiki, aplikasi bank sekelas CIMB niaga masak iya aplikasinya loncat"" gk jelas bahkan jika mau masuk ke aplikasi tiba"" keluar sendiri, susah mau transfer aja harys ulang ulang masuk ke aplikasi, dan gagal terus di kira kita gk punya saldo buat bayar","negatif","-1"
"Transaksi lancar","positif","1"
"Ribet banget abis login blank item langsung force close,busuk","negatif","-1"
"csnya lama meresponsnya kalo lg ada masalahh","negatif","-1"
"Hampir tiap login FC terus. Di-update malah bikin merepotkan..aplikasi yg buruk","negatif","-1"
"Lancar asal sinyal memancar","positif","1"
"Tidak bisa masuk ke aplikasi","negatif","-1"
"OK","netral","0"
"OKTO Mobile memang bagus sekali, bagi saudara teman sy rekomondasikan untuk bergabung, karna aplikasi ini mudah dimengerti dan banyak promonya. ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Goood","positif","1"
"Ribet anying, rek nyokot duit ge hese, nyaho ker butuh, teu cara bank lain gampang, sing bangkrut siang deh Aplikasi murahan, kode verifikasi teu di kirim kirim.","negatif","-1"
"Kecewa buka aplikasinya selalu null","negatif","-1"
"Mantab, membantu sekali untuk transaksi apapun.","positif","1"
"Saldo yang di tahan terlalu besar min.25 hmmm beda dng bang yg biru min bs.5 ribu ...","negatif","-1"
"Keluar sendiri terus, dan ini sudah yg kesekian kalinya. Rasanya percuma ya punya aplikasi dgn harapan mempermudah. Tp tetep repot juga harus cari2 ATM. Mungkin dananya saya pindah ke bank yg lebih gampang jg cari ATMnya. Bye...","negatif","-1"
"Mudah & sangat hemat untuk transfer2","positif","1"
"ACl Gamestop","positif","1"
"Sangat amat membantu trimksh octo mobile by cimb niaga","positif","1"
"Good apps","positif","1"
"So simple so easy pisy","positif","1"
"Good job","positif","1"
"Cepat tdk ribet","positif","1"
"Mempermudah dalam bertransaksi..... Lebih di tingkatkan lagi..... Thanks","positif","1"
"Call lama bgt","negatif","-1"
"Suka sekali..transfer online ga pake biaya admin dan cepat","positif","1"
"Sangat mudah dan aman","positif","1"
"Mantap Octo CIMB...praktis","positif","1"
"Mudah dan cepat","positif","1"
"Ya Allah, Octo Mobile kenapa lagi sih. Baru kemaren betul, hari ini error lagi. Mau transfer ga bisa.","negatif","-1"
"Aplikasi octo mobile cimb niaga bagus","positif","1"
"Gabisa di download apk gajelas.. pindah payrol gua dah","negatif","-1"
"Tolong di perbaiki lagi aplikasi octo mobile nyah.. karena sama persis dengan yg lain.. saya susah sekali untuk login kedalam octo mobile","negatif","-1"
"Koyok taek tambah suwe","negatif","-1"
"Masa saya mau buka go mobile cimb harus ganti hp baru alasan nya hp nya prangkat nya tidak mendukung dulu saya pake hp jadul bisa kenapa sekarang ganti hp di bilang tidak kecewa saya sama cimb buat apa saya instal ulang","negatif","-1"
"Semoga GK ribet saat menggunakannya.","netral","0"
"Aplikasi paling payah untuk level sekelas bank hanya bikin repot nasabah sdh kirim email semua tetap aja tidak bisa login close back trus lama "" nasabah bisa pada pindah ke bank lain ,padahal yg complain udah byk koq blum ada solusi dan perbaikan","negatif","-1"
"Mantap sekali bosku, tetap pertahankan yaa","positif","1"
"Assalamualaikum Kenapa ya 2hari ini OCTO Mobile gak bisa buat tranfer ke bank lain tapi kalau buat beli pulas bisa ?","netral","0"
"Top","positif","1"
"Mantap","positif","1"
"Bagus aplikasi nya","positif","1"
"Gak Jelas Ini aplikasi","negatif","-1"
"Sangat bermanfaat.. dengan kemudahan - kemudahannya ðŸ™ðŸ¼","positif","1"
"Transaksi sangat mudah","positif","1"
"Cepat tepat akurat","positif","1"
"Makin bagus makin lancar di setiap transaksi","positif","1"
"Makasih","positif","1"
"Aplikasi sekarang lebih mudah dan memudahkan","positif","1"
"Lelet","negatif","-1"
"Sangat membantu untuk memudahkan transaksi","positif","1"
"Sorry min, aplikasinya sekarang sudah tidak tertolong lagi, sudah nggak bisa digunakan, kalau tim ITmu peka, kenapa rating di google play rendah ya itu karena memang aplikasinya bermasalah. Ayolah saya pengguna Octo mobile dari tahun 2018 nggak pernah ada masalah lalu di 2023 keluar notif ""perangkat anda jailbreak/root"" terus menerus, akhirnya saya uninstall ganti aplikasi bank lain.","negatif","-1"
"ðŸ‘ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Gabisa video call buka rek","negatif","-1"
"Praktis mudah aman","positif","1"
"Mantabbb","positif","1"
"Sering keluar sendiri, dan transaksi tidak bisa di proses, padahal sudah log in dengan sidik jari dan user id yg benar","negatif","-1"
"Tolong di perbaiki lagi.. aplikasi tidak respon, pas di buka FC terus.. hp ori di bilang hp oprekan. Kalau udh di Oprek apakah bisa bisa di hack? Kan tidak... Aneh sekali.. tolong di perbaiki lagi.. banyak bug nya","negatif","-1"
"Mantap","positif","1"
"Sooo baddd...","negatif","-1"
"sangat bagus dan sangat membantu tanpa ribet","positif","1"
"Okay thank you","positif","1"
"Sangat mudah dan nyaman dgn CIMB","positif","1"
"Octo mobile jadi ga bisa dibuka. ""Mohon maaf, saat ini perangkat anda belum dapat digunakan untuk mengakses OCTO mobile"" Mohon segera diperbaiki apk nya, kalo ga mau ditinggal nasabah. Masa nasabah harus ganti hp demi bisa buka 1 apk saja.....","negatif","-1"
"Lwncar tanpa hambata","positif","1"
"Saya pengguna oppo reno 8t 5g kenapa aplikasi ini pas login keluar terus","negatif","-1"
"Aplikasi jmbutt mau login aja dibuat ribet ujung"" nya id sama nomor telepon gua di blokir kontolllll","negatif","-1"
"Good","positif","1"
"transaksi yg semakin di oermudah dan aman","positif","1"
"Helpfully...","positif","1"
"Knapa bayar kartu kredit CIMB dr tabungan pahala CIMB kena biaya admin 10.000? Seharusnya tdk kena kecuali dr Bank lain! Percuma buka tabungan di CIMB","negatif","-1"
"Berkali-kali telpon 10410 tetap tidak berguna tidak ada solusi. . Aplikasi ini sangat buruuukkkkk pelayanannya!","negatif","-1"
"mantaap sangat mudah","positif","1"
"Octopay sangat membantu","positif","1"
"Iklanya tmpil trus,,jdi bosan","negatif","-1"
"Sangat kecewa sekali","negatif","-1"
"Terima kasih Cimb bank ..sangat terbantu dalam kehidupan ini toppp keren.. ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Dari tadi aplikasi kalian kenapa sih? Eror terus pas mau login","negatif","-1"
"Cepat dan responsif","positif","1"
"Jelek aplikasinya,sering keluar sendiri,lain kli sewa atau pekerjakan tim IT yg profesional,masa cuma buat aplikasi mbanking biasa aja gk bisa, bank-bank Lain knp bisa aplikasinya gk eror atau bermasalah? Eeelee kambenggÂ²","negatif","-1"
"Sangat membantu, pelayanan cepat ... mantab ðŸ˜","positif","1"
"Cs sangat membantu","positif","1"
"Aplikasi ga ada guna nya di install tapi ga bisa di pake nyesel jdi nasabah cimb","negatif","-1"
"Semoga banyak promo promo yang di keluarkan","positif","1"
"Aplikasinya sangat membantu saya,.. Tidak lelet.. memudahkan saya dalam hal perbankan,.. mantul","positif","1"
"Octo mobile sangat membantu sekali saya, Lebih praktis mau transaksi apa aja!! Sukses Terus Dan Kembangkan Terus App Nya!!!","positif","1"
"Very good","positif","1"
"Bermanfaat banget nih aplikasinya banyak membantu","positif","1"
"Bagus","positif","1"
"Baguss","positif","1"
"Nice application, thx","positif","1"
"Sulit untuk login sering keluar sendiri","negatif","-1"
"Tidak bisa login","negatif","-1"
"nice","positif","1"
"Keluar masuk terus","negatif","-1"
"Sangat mudah dan membantu","positif","1"
"Keluhan yg sama dengan teman2, aplikasi tidak dapat di proses , udah brpa hari, coba pihan CIMB mana ini, ga ada perbaikan apa , yg ada nanti bisa pada kabur pelabggan CIMB karena kecewa","negatif","-1"
"Gk bs dibuka","negatif","-1"
"Gilaaa verifikasi dengan cara video call lama banget, udah nungguin 15 menitan belum juga diangkat. ituu petugasnya ngapain ajaaa. Tegur aja petugas kek gitu.","negatif","-1"
"Daftar via onlin giliran vc seharian g a di respon...niat buka rekening online gak woy...auto cancel ga butuh bank yg slow respon sama coustemer","negatif","-1"
"Ok sangat membantu aktifitas saya","positif","1"
"Tolong dong gimana ini aplikasi kok ga bisa d buka d hp saya... Gimana saya bisa mengecek tagihan kartu kredit saya.. Hp sy sdh memenuhi syarat dlm kapasitas nya... Tapi kok tetap aja login susah banget..!!!! Di email tetep aja jawabanya ga memuaskan... Nanti telat bayar di kirim DC Di blacklist Azzzzz...!!!! Ga nyaman lama lama sm aplikasi ini","negatif","-1"
"Tolong diperbaiki lagi aplikasi nya, padahal HP saya tidak root dan tampil notifikasi (perangkat anda saat ini belum dapat digunkan) , tetapi saya buka Bca normal, tolong diperbaiki sistem nya!!! ðŸ™","negatif","-1"
"Sejauh ini saya memakai OCTO Mobile Â±1 thn, sangat memuaskan, tdk pernah terjadi kendala dlm bertransaksi, tingkatkan terus minimal dipertahankan kinerja yang ada.","positif","1"
"ðŸ˜","positif","1"
"Mantul","positif","1"
"Memudahkan jgn menyusahkan","positif","1"
"Baik","positif","1"
"Klo buat bayar virtual account susah yak. Apalagi bayar lazada dsb malah jd kena biaya pembayaran transfer. G kaya atm lain. Contoh bca n bni sangat mudah klo bayar Virtual account. Semoga update berikut nya di permudah.. Pembayaran lewat lazada dsb.. Kenapa klo login. sulit mana kena pulsa pula..","negatif","-1"
"CS CABANG DEPOK SANGAT TIDAK FAIR ,masa mau daftar ATM CIMB niaga di cabang malah disuruh online","negatif","-1"
"Solusi cantik untuk transaksi ðŸ‘","positif","1"
"Udah mantap","positif","1"
"Sekarang tambah lancar... terim kasih OCTO mobileðŸ˜‰","positif","1"
"Pengiriman cepat","positif","1"
"ðŸ¤£ðŸ¤£kenapa baru dapat kemajuan? September 2023 baru ada Fitur isi ulang saldo Shoppee pay. Kemana aja Octo mobile......????? Ditambah aplikasinya sering LEMOTTTTT PARAHHHH. Tolong dong yang bener aja,sekelas Bank besar punya nama masa iya kualitas pelayanan sering buruk! Supaya dapat â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸,pelayanan harap perbaiki dong,baca setiap ulasan keluhan pelanggan.","negatif","-1"
"Df free xsssdddrrrdadrf ae ðŸ˜¡ðŸ˜ ðŸ™Œ Fggffdd ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ","negatif","-1"
"Praktis","positif","1"
"Sangat membantu bebas admin bulanan","positif","1"
"tolong saya di kasih KTA donk buat tambah modal.. cimb niaga top bgt saya suka pelayanan nya....thak,s you bank cimb niaga tbk. moga tambah sukses","positif","1"
"Mantap","positif","1"
"Mudah dan aman","positif","1"
"Selalu keluar tidak bisa berfungsi dengan baik","positif","1"
"Aplikasi nya bagus","positif","1"
"Sering sekali jika transfer gangguan, dan disuruh harus menunggu 8 hari kerja","negatif","-1"
"Mohon untuk segera di perbaiki dengan adanya gangguan di apk OCTO ini karena bukanya mempermudah nasabah, malah mempersulit, memperlambat, bertransaksi terimakasih","negatif","-1"
"Bagus","positif","1"
"Tolong diperbaiki aplikasinya, lambat dan sering keluar sendiri, Terimakasih","negatif","-1"
"Lagi genting gini malah error kacau","negatif","-1"
"Aplikasi Octo mobile sekarang tampilannya doang bagus namun kinerja nya payah eror terus Log in aja eror apa lagi transfer mohon di perbaiki sistem aplikasi nyaa","negatif","-1"
"Kenapa pagi ini tidak bisa login. Error trs knp octo. Padahal mendesak sekali butuh dana. Harus gimana ini. Apk kenapa sekarang sering bug.","negatif","-1"
"Makin kesini makin gajelas ni apk! , Mau tf terjadi kesalahan Mulu aneh","negatif","-1"
"Buset masalah Mulu ini aplikasi, mau masuk aja kaga bisa,disuruh hubungi 14041 dan nomor luar negri ,nyusahin aja lagi di butuhin","negatif","-1"
"Sangat kecewa dengan aplikasi ini. Di perbarui bukannya tambah Bagus malah rusak. Masa nggak bisa login ke akun sendiri. Kayak Maling aja","negatif","-1"
"Octo yg sekarang berat banget Banyak UI yg ga berguna sehingga ga optimal dan sering force close","negatif","-1"
"Aplikasi sangat membantu karena tidak ada ATM di kota saya, tetapi kadang aplikasinya bikin kecewa.","netral","0"
"Alhamdulillah sehat","positif","1"
"terimakasih sudah diperbaiki , bug smakin berkurang semoga makin lancar. tolong history transaksi (favorit) ditambah lagi, jangan cuma tiga.","positif","1"
"Nice","positif","1"
"Sangat kecewa dengan aplikasi octo mobile","negatif","-1"
"oke","netral","0"
"Mantap","positif","1"
"Sudah kembali normal, semoga bug parah semacam ini tidak terulang","positif","1"
"Bagus","positif","1"
"Daftarnya ribet disuruh masukin otp tapi kaga dikirim-kirim","negatif","-1"
"good","positif","1"
"Banking paling susah yang pernah ku temui dari segi bikin online,mesin atm dll","negatif","-1"
"Aplikasi ga jelas susah2 upload foto KTP dan foto diri tau2 nya gagal dasar aplikasi g jelas alias Error jangan gunakan dan jangan download aplikasi ini percuma saja hanya buang waktu sajaðŸ‘ŽðŸ‘ŽðŸ‘Ž","negatif","-1"
"Sangat membantu","positif","1"
"Transfer ga bisa. Aplikasi lemot","negatif","-1"
